Sentiment,Content
Positive,"Im a first time iphone user, not regretting the decision of switching from android.Iphone just flows. Buy without any doubt.Delivery was poor though."
Positive,"So beautiful,So elegant,just looking like a wow.Seriously you don‚Äôt have to read out all comments because it is apple.Everything is outstanding.Value for money depends on user.Otherwise no restriction,just go for it."
Positive,No problem in this mobile 14.Also Quick service from Amazon thanks from Shailesh Nanavati
Positive,What to write of an iPhone?? Best as always
Positive,"very good sound quality,....smooth, and good battery lifevery happy with the product .."
Positive,A Gem ‚ù§Ô∏è
Positive,The best mobile to handle nice packaging and delivery claps for amazon
Positive,Value for money
Positive,It‚Äôs super‚Ä¶.
Positive,"The Apple iPhone 14 (128 GB) in vibrant Yellow is a masterpiece of technology and aesthetics, and it leaves a remarkable impression from the moment one lays their eyes on it. As expected from Apple, the build quality is exceptional, emanating a sense of luxury and durability. Notably, the yellow color adds a unique touch of personality, giving it a refreshing twist over the usual shades. Furthermore, with a storage capacity of 128 GB, the user won't need to worry about running out of space for their apps, music, or memorable pictures.When it comes to performance, the iPhone 14 outshines its predecessors. This device runs seamlessly, even when multitasking between numerous high-demand apps, showcasing the prowess of Apple's latest A16 chip. Also, the updated iOS provides an intuitive, smooth experience for the user, further augmented by the phone's vibrant and sharp display. Remarkably, even after several hours of use, the device maintains its cool, indicating efficient thermal management.Equally worth mentioning is the improved camera system on the iPhone 14. With advanced settings and filters, it captures stunning photos with professional-level detail and color accuracy. In addition, its video capabilities are second to none, making it a perfect companion for vloggers and content creators. In summary, the Apple iPhone 14 (128 GB) - Yellow not only stands out aesthetically but also raises the bar for smartphone performance and features. It's indeed a perfect blend of form and function."
Positive,Best Variant of All. I had tried three variants of 14 plus but this feels best in them all ‚ù§Ô∏è
Positive,Value for Money
Positive,Nice
Negetive,I have purchased two months back. Battery capacity started reducing. Now it is showing 98% after 1st software updation.
Negetive,"I have bought iphone 14 from Amazon India two months before. but now facing hardware issues such as screen freezes. Now it is completely freezes, touch response gone. So dont trust from online. It may be damaged. Buy only from Authorised Dealer."
Negetive,"The product packaging was looking very old and diamaged condition,there is no invoice for the product."
Negetive,Defective item
Negetive,Bought 2 phones together one Iphone 14 and Samsung S22 in term of spec and durability definitely Samsung won this time. Comparing battery we can say apple does the best job in this series but in term of price its not that much worthful. Could be better designed for such range price.
Positive,This is one of the all rounder excellent quality smartphone I would say.
Positive,"Life changer, that‚Äôs a quality and makes u fit in society"
Positive,"Nothing much to say anything about the Brand, but the Purple Color is beautiful on I-Phone 14. Product came so safely with a secure package. Genuine Product and definitely would recommend to buy it from Amazon."
Positive,Photos Pickup Real Clours.But In Video Cinematic Mode is Awesome üíØ
Positive,Screen is best in industry
Positive,Amazing phone with amazing camera* must buy one
Positive,Overall a good experience.
Positive,Genuine product with great exchange price
Positive,Excellent
Positive,I was using an XR earlier and the upgrade for me personally is great. But u can go for the 13 if ur on a budget which is available at almost 10k less and has similar features and honestly u cant tell them apart.
Positive,"Product is good,  but package quality is not good"
Positive,"It is just 10 days that I have bought a new iphone 14, it is just getting over heated while using."
Positive,The phone is just perfect and the delivery came before time . The packaging was perfect too .
Positive,dood
Positive,Cheez to badhiya hai but mehenga hai
Positive,Nice
Positive,superb
Positive,Colour was nice and Really cool
Positive,Good
Positive,Thank you
Positive,Very good
Negetive,"the phone heats up abnormally, not a good sign for a brand new phone."
Negetive,Do not buy from Amazon
Negetive,Its just packed in india and still its made in china product .. i wont buy it .. apple is just trying to bluff by just packing it in india!
Negetive,Exchange value is farji thak h sabhi 34000 ka phone 10 mahine age inki rate 7700 laga rahe h thag h
Negetive,"Not satisfied with the overall product, performance issues, need immediate refund so that i can purchase another iphone . ."
Negetive,"Not happy about the product design, features and specification. Have better products available at this price range. Not worth to buy."
Negetive,In thus price range better to go for samsung s24 or ultra apple is remaking the same iphone Xr for years with some changes that's it its a loot businesss
Neutral,"Packaging is not good, I see it has been damaged on the corner. Amazon needs to be more careful while delivering expensive products. Hope it will not happen again."
Negetive,"The bottom speaker sound quality is very bad and service refuse to accept it.  Amazon refused to replace it. Totall waste of money, i recommended not to buy iphone online!!!"
Negetive,"See how the video is shaking while recording! Defective iPhone delivered just 2 days ago, and after asking for replacement, Amazon guys are saying that it‚Äôs not their responsibility, better visit a service centre! Now my last resort is left towards consumer forum! Severe harassment!!!A piece of advice must be adhered:Never ever buy expensive product on Amazon!"
Negetive,Gets hanged in 3 months only what is this APPLE
Negetive,"This phone, i phone 14 is performing well, except some features.During calling it became very hot within 10 minutes. Purchased on 21st, applied for replacement on 26th ( last date is 28th), but Amazon refused to replace and wrote the product is out of stock."
Negetive,Last week buy iphone the camera was not working when request for replacement they completely denied and redirect to apple store but why you mentioned 7days replacement???????
Negetive,I bought it on 27 th may from oct 2 charger was not working . I complained to customer care really very worst customer care I have seen not even listening to the problem .really worst experience in Amazon
Negetive,"The display started flickering after just one day of purchasing. On top of that, Amazon is not accepting the return/ replacement request, instead it's asking for different kind of letter which you have to get from the Apple service center. I'm having a very bad experience. I'll highly recommend not to buy any Apple product from Amazon."
Negetive,‡§∏‡§§‡•ç‡§§‡§∞ ‡§π‡§ú‡§º‡§æ‡§∞ ‡§¶‡•á ‡§ï‡§∞ ‡§´‡§º‡•ã‡§® ‡§ñ‡§º‡§∞‡•Ä‡§¶‡•ã ‡§î‡§∞ ‡§´‡§ø‡§∞ ‡§µ‡•ã ‡§®‡•â‡§∞‡•ç‡§Æ‡§≤ ‡§Ø‡•Ç‡§ú (‡§ï‡•ã‡§à ‡§ó‡•á‡§Æ ‡§á‡§®‡•ç‡§∏‡•ç‡§ü‡•â‡§≤ ‡§®‡§π‡•Ä‡§Ç) ‡§™‡§∞ ‡§≠‡•Ä ‡§ó‡§∞‡§Æ ‡§π‡•ã ‡§§‡•ã ‡§¶‡§ø‡§Æ‡§æ‡§ó‡§º ‡§ñ‡§º‡§∞‡§æ‡§¨ ‡§π‡•ã‡§§‡§æ ‡§π‡•à‡•§ ‡§ö‡§æ‡§∞‡•ç‡§ú‡§ø‡§Ç‡§ó ‡§ï‡•á ‡§ü‡§æ‡§á‡§Æ ‡§§‡•ã ‡§Ü‡§ó ‡§ï‡§æ ‡§ó‡•ã‡§≤‡§æ ‡§¨‡§® ‡§ú‡§æ‡§§‡§æ ‡§π‡•à‡•§ üôÑüôÑ
Negetive,"I am really disappointed üôÅ about the delivery experience! But the product (Iphone 14) , so far so good.I have raised my concern about delivery with the CS team but have yet to receive the update"
Neutral,The I phone look like New. And seam to function like new.On the other hand Verizon had tould me most IPhones sold on Amazon can not be unlocked. The I-14 phone was locked and could Not be unlocked. It took around 13 days to receive the full refund.  It seams like Verizon has problems with Amazon regarding the selling of refurbished iPhones.The phone was in excellent shape. Communication with the seller was great just a bit slow.. and I did receive a full refund.
Negetive,"This phone, despite saying it is for Verizon was NOT unlocked. Still trying to troubleshoot but rather upset. They also list size as 6.7î but it was 6.1î so I already had to return and purchase a different screen protector and case for the phone. Just be aware that the eSIM may not be compatible for Verizon despite the listing saying in multiple places it is unlocked."
Negetive,"The phone was bought in December 2023 for my son for Xmas, we activated it in January and had problems with it not long after that.We went through our cellular service, thinking it was the issue, as it was saying ìNo SIMS cardî and my son was unable to call or use the phone. Verizon would reset the phone and it would work for a little bit and then the same problem would happen again and again.After multiple calls and working with Verizon, they came to the conclusion that the phone was defective in general, which by the time this was decided, it was after the time of the return  window.I had reached out to the seller and I explained the whole situation to them and got no where, they would not even offer a replacement.I contacted Amazon customer service, they had reached out to the seller and got no where.So now Iím paying in a phone thru my Amazon card that now no longer works at all.DO NOT BUY from here!!!"
Neutral,The phone worked fine as a mini tablet.  I went to activate on my phone plan and was shocked to learn that the phone wasnít paid off by previous owner so itís not usable as a phone.  Wasted time.
Negetive,"After facing issues with the delivery service basically losing the phone, we got it. The phone was in great shape & looked new. Started the setup & transfer from our previous phoneÖ. Only to find out that the phone was locked by the carrier. Took it to the Verizon store & stayed there for a couple hours while they tried to find a workaround, then to another store to no avail. The seller guaranteed it would work on a Verizon phone but it absolutely didnít."
Negetive,"The phone does work, however it came with a flimsy, cheap screen protector. Once that was removed (in order to replace with a better one), I discovered it was only applied to hide a 2inch diagonal crack across the surface of the phone. Very deceitful on their part. Highly disappointed."
Negetive,"When I opened the phone, it overall looked fantastic. I was really excited to get it hooked up. When I sat down to activate it, it was locked. It says it works with Verizon but I had to return it because it was locked."
Negetive,The phone could not be added to my Verizon plan because it had an unpaid balance against it.  After lots of headache I am returning.  I pray I have not gotten scammed and will be fully reimbursed.  Will update review if I do not get full reimbursement.
Negetive,I recieved the phone and took to Verizon to transfer my current number to this phone.  It was locked.  There was a sim lock on the phone by the previous carrier.  Stay away from these phones!!!
Negetive,Claim to be not locked and the phone I bought was locked. Went to Verizon and they said it still has payments on it from the previous owner. Trying to return phone and the distributor will not email me back.
Negetive,Wrong information about this
Negetive,la pantalla estaba en pÈsimo estado
Negetive,"I was unable to activate this phone and visited the AT&T store for assistance.  It is listed in network as ""stolen"" and cannot be activated. 0 stars for my time and aggravation in the process. Never again."
Positive,In general works well but this iPhone 14 freezes in occasions. It happened to me once already. I heard from  some  friends it does that.
Positive,"For an ìexcellentî condition refurbished, the battery is already at 89% battery health, which to me isnít excellent. Otherwise itís great so far."
Negetive,"I moved from an old phone that had a SIM card to the 14 which DOES NOT HAVE A SIM CARD--BEWARE).I had to put in three extra hours of my time to get THis phone to work.  one hour at the Verizon store (be sure to factor frustration and your time st the store into this purchase) where I was told the refurbished phone was big time deactivated by Apple which is why there was a problem.  why I asked?  ""probably because it was stolen"" So if you don't have the stomach for the e sim hassle try a 13 which still has a sim port.  afterward, the phone is working great, worth the extra three hours of my time.  OH, AND THE shipment was missing the charging cable, and the box was crumpled and broken say what?  you need fortitude to move to the esim!!!!!!!!"
Positive,No problem with set up. I am happy with this purchase
Neutral,el telefono vino muy deteriorado por los biseles
Positive,"Replaced an iPhone X, it feels like new and works so much smoother than older phone. No issues with it being pre-used."
Positive,Price was good daughter loves her new phone.. arrived a day early
Negetive,The problem with this phone is that it didnít hold the internet connection well and didnít have clear call quality. I constantly lost sound during calls and wasnít able to be heard. It was worse when I used the Bluetooth connection or speaker. I returned it.Make sure to purchase Amazon fulfillment unless you want to have to contact the vendor yourself. It can be a lot of hassle working to return purchases to the vendor and Amazon doesnít really do well with A to Z guarantee. I waited over 7 months to receive my refund and I had to work hard with Amazon. Every call was a different story. Finally emailed the VP at the corporate headquarters.
Negetive,Product arrived with many scratches on screen and case. Looks like it has been dropped and damaged. Definitely not in ìgoodî condition.
Negetive,"Aunque el equipo saliÛ muy malo, no pude devolverlo, ya que desde Colombia hay una nueva ley que prohÌbe el envÌo de equipos celulares a Estados Unidos.El equipo tiene muy mala seÒal y es lento en el funcionamiento. Siento que perdÌ el dinero."
Negetive,It was a nice phone but I ordered a phone for Verizon (as stated on the order) but I was shipped a phone for ATT!!! Wasted all my time including going in to a verizon store to activate but couldn't activate!! Hope you have better luck then me!!
Positive,"great phone, good camera, good battery. 5 stars."
Positive,"When I received this phone, there was a small scratch on the front near the top corner. Once I put on the Tempered Glass Screen Protector, the scratch was not noticeable. Other than that, the phone works great and was easy to add to my service. The battery is in great shape and charges to 100% which will provide battery life all day. I would buy again from this seller."
Positive,"The camera quality, battery life, and sound quality are just as if the item is brand new! Well worth the money saved and have no worries about buying another refurbished item from Amazon.The phone itself is great, no heat, easy to use, and great size."
Positive,Immediately after taking it from the box I started looking for scratches and blemishes couldnít find any. It came in bubble wrap in a small box with the packing slip and a new usb cable. Should have come 8/30 but it came on 8/28. Iím super satisfied with my purchase as I turned it on and transferred my items from my phone. Now to get the perfect case.
Positive,"I definitely would recommend this phone.. But with that being said i will lay out the good and the bad of it.Good:- I ordered excellent and the phone came with absolutely no damage, scratches or anything. looked like a brand new phone.- Speakers work perfect- Camera works perfect- phone runs very smoothlyBad:- phone wouldnít let me transfer from my old phone, could easily be that my old phones an iphone 11 and not as high tech- if you use straight talk, you can NOT do esim. went through hell to get my data transferred.- phone would not let me connect to imessage at first, all i had to do was turn off imsg, power it off and back on and it started working.- battery life is at 88%. but i also knew the risk when i bought the phone.I will definitely say that the phone is amazing and iím very glad i made the purchase, considering how i was very hesitant to purchase as itís from Amazon and refurbished. I would recommend purchasing this phone. with that being said i advise if youíre looking to purchase this phone you do!!!"
Positive,"Nice piece of equipment,  the price is wonderful, the only thing I did not know is that it uses an e- sim card ??"
Positive,good
Positive,"El telÈfono est· en excelentes condiciones internas pero cuando me llegÛ no trae el cargador solo el cable , hay que aclarar que es eSIM y tiene tecnologÌa 5G. La pantalla traÌa varios araÒazos cuando la condiciÛn decÌa que era excelente. BaterÌa al 100% y trae todas sus partes supuestamente originales, detecta todo bien."
Positive,la verdad es que no tenia muchas expectativas viendo las reseÒas de otros usuarios pero en mi caso tuve suerte el telefono practicamente llego como nuevo solo un pequeÒo rasguÒo en la parte superderecha pero casi no se nota y tambien llego con el true tone y la bateria al 100%y tambien con la garantia de apple y las camaras sin ningun problema ni con el face id. no tengo quejas pero supongo que tuve suerte en que me llegara en una condicion practicamente nuevo lo recomiendo si pero tenes que tener suerte
Positive,"I bought the excellent quality IPhone 14 128gb and the shipment arrived 2 business days after UPS picked it up. The phone was in near perfect condition minus a few scratches on the screen. However, theyíre impossible to see unless youíre in direct sunlight. The main reason why this wasnít an issue for me is that the phone came with 98% of original battery capacity. Would highly recommend this company for refurbished phones. The only way youíd be disappointed is if youíre unlucky and get a phone that was previously abused by another consumer."
Positive,"LlegÛ en perfectas condiciones y r·pido. Totalmente nuevo, lo recomiendo. Llevo ya unos 4- 5 meses de uso y su estado de la baterÌa se ha mantenido y vino nueva."
Negetive,"Do not buy refurbished phones of any kind f om Amazon they are not compatible with other companies especially Spectrum, had to take a loss on this phone, was able to get over 66 percent of my cost back on trade in on a new IPhone 15 with Spectrum"
Negetive,"Very unhappy, with Apple support for 2 weeks and no resolution. Will request refund as Apple obviously cannot solve softawre issues though confirmed hardware all good. Dissapointing."
Positive,Muy buen producto funcionando perfectamente
Positive,Excelente telÈfono de muy buena calidad funcionando bastante r·pido con una claridad en la pantalla excepcional su baterÌa tiene una muy larga duraciÛn y se recarga muy r·pidamente totalmente recomendado
Positive,"No dings, scratches, dents or anything. Canít tell itís refurbished. Unlocked like it said. Had for a good 2 weeks now and no issues so far. Came with a charger and screen protector. Upgraded from an iPhone 11.  Had a little trouble connecting to my carrier as this phone is esim only and my old phone had a physical sim. I use straight talk and they got it straightened out in about 30mins to an hour."
Positive,"Phone is of good quality. Battery life is good, easily works through the day. No scratches or marks."
Positive,"Excelente producto, condiciÛn de baterÌa 100%, sin rasguÒos, sin fallas, todo funcionando, podrÌa decir que es un producto totalmente nuevo pero sin caja, recomendado"
Positive,Iím extremely happy with this purchase and delivery was sooner than expected. Set up and transfer procedures were quick n easy. Iíd definitely recommend this seller.
Positive,Itís amazing the battery life is good the camera is a bit wonky but I donít use the camera to take selfie
Positive,"Just updated my wife's iphone 11 to an iPhone 14, and it came unscratched, almost as new, except for the fact that it had a 95% battery life, which is excellent in every way, taking the fact that's it's renewed."
Positive,"Came in 4 days early! The battery health is 100% and it was easy to transfer my cellular service with the help of a Verizon worker. Overall pretty impressed. That being said, I paid for excellent condition and there are a few very tiny but noticeable (at least to me) scratches. Receipt said it was ìB+ gradeî and Iím happy with it but I donít feel as though excellent condition suggests there could be any scratches. Iím still very happy for what I paid though!"
Positive,The battery health was 89% was a little disappointing but the phone is in good condition otherwise
Positive,"I received my refurbished Grade A - Iphone 14 on time, in mint condition, and 100% battery life.  I took a chance and I hit the jackpot.  I've had the iphone for 1 week now and all is great."
Positive,Great looking phone out of the box with tiny scratch barely noticeable.  100% battery and easily transferred data from old phone. Great sound and feels sturdy.
Positive,Bateria al 100 pantalla cero rayones solo pequeÒos pellizcos en 2 esquinas ...exelente unidad muchas gracias  funciona el 100 gracias
Positive,"Hola solo me gustarÌa resaltar que no llega con ranura de sim fÌsica, fuera de eso es una joya. Me llego con 95% de baterÌa"
Positive,LOVE this phone. It is a great price and you are able to make payments. It came in great packaging with a charger too. I purchased the purple iPhone 14 and I inspected it closely- it is in new condition. No scratches or anything. It also came charged and it was easy to set up the eSIM for the unlocked phone.
Positive,"I bought the iPhone 14, 512gb unlocked and it has been working so amazingly well! I love how it came neat and clean in the box! I had no issues sitting it up with my cell phone provider!"
Negetive,"The phone looked all right but the big issue is that it was sent to me without a factory reset. When I charged it (because it was completely out of battery when it got here), it asked for a password in Spanish. I can't speak about the rest of the phone since now I have to take it to someone to get it factory reset for me, but right now I am not very happy about it. Two stars because at least there's no scratches."
Positive,I like the fact I own this phone and my phone bill went from over $100 to just $65 a month
Positive,I like it
Negetive,"It says that it had dual sim slots..However, it only works with e-sim."
Positive,"If youíre like me and update your phone package online to create the best ìtabî for your needs, this is for you. I know itís an up front cost but it beats paying a ton more down the line. Product was in immaculate condition and the 512gb storage has been vital for me as a relatively new content creator. Perfect for all my vlogs, YouTube, etc. keep the monthly bill small and go this route."
Positive,This is the case I needed to be able to charge on the go. It is very durable and makes my phone shine. Iím loving this case.
Negetive,This product was defective. Had to be returned. The cost of shipping was only partially refunded.
Positive,Wonderful
Positive,Me encanto
Neutral,battery percentage was at 88wouldnít say it came in a perfect condition
Negetive,"I purchased this phone 3 days back, which got delivered today 09/12/2024. But this product turned out to be faulty. While setting up this phone it turned off its own. I tried multiple times but itís not staying on and goes off after some time. I contacted amazon and they approved my return. I am returning it back just after receiving the same day though I have to wait for refund. Please avoid A4C Seller.."
Negetive,"Unlocked phone was purchased as a gift to be used out of the U.S. Spent $100 at the phone company to transfer data. Speakerphone did not work either normally or on Whatsapp. Spent another $100 to re-transfer data to current phone plus $50 fora new sim card. The cost of the phone is now up to $871. The seller Hybrid-IT contacted me after my review was posted (review suddenly disappeared from my profile). Could not get a local tech willing to service the phone.  The seller's service stinks-really stinks - very time consuming. My calls and message were never returned. As for the phone, it worked other than that critical problem. I returned the phone."
Neutral,"I didnít get the original charger, and the phone isnít in excellent condition like it was said. It has a few visible scratches."
Positive,A great phone for the price
Positive,"Like new condition, didnít have a scratch on it."
Positive,Excellent
Negetive,"There're two large visible scratches on the screen (see picture). The product is advertised as being in excellent condition. If the scratches were on the body of the phone, I'd say it's still a good condition, but on the screen???"
Negetive,Nicks in edges of the phoneScratches on the screen
Positive,"I was really scared as this was my first time buying electronics already used. But this exceed my expectations.The iPhone looks like new. No scratches, screen is perfect. Everything works good.Also I was scared that in the description it says 85% battery health or more. Well, my iPhoneís battery health is 100%.Iím really satisfied with my new iPhone ??"
Negetive,Seller sent me a phone with a camera that does not work.
Negetive,"Bought an iphone 14 back in March, 6 months later phone stops working, says device was reported as stolen. Now idk if seller has a scam operation on not, help would be much appreciated"
Negetive,Bad battery depletes very quickly
Negetive,Donít buy this from him we got it and the screen keeps flickering now it wonít even show a screen word to my mother Iím getting a refund ????
Positive,Exactly as described. Got this as a gift for my sister and she adores it. I am always wary of purchasing refurbished items but this was so easy and the phone is actually perfect. Yay!
Negetive,Since my other phone had broken since water damage I got this phone and this one doesnít require SIM card so I went to at&t to set it up and they said they couldnít and I went the next day to buy a other phone from target and I couldnít buy it because my at&t account so I went back and the at&t worker said they couldnít put cellular service and also the phone had been set to 2022 and it had to be set to 2023
Positive,"Je suis vraiment surprise et ÈtonnÈe de la qualitÈ du iphone.  AUCUN bris, aucune grafigne.  MÍme pas une trace de doigt.  De plus, batterie ‡ 100% .  Vraiment trËs satisfaite du produit.  Aucune gÍne ‡ recommander.  Envoi et livraison plus rapide que prÈvu!"
Positive,loooooooove it! way better than I anticipated! easy transfer from my old phone to the new one!!!!
Positive,Excellent product
Positive,Good product as described. Delivery was very quick
Positive,REAL REVIEWÖCouple scratches on the sideseverything is fine!
Neutral,"This product dissapoint me a bit because the edges are all scratch. I wouldnt recomend buying this phone on DNCL-TECHZONE because they send phones all scratch and they offer excelent state of the device, and honestly looks like a normal renewed phone and I choose the excelent renewed phone but is far away from excelent. thumbs down :)"
Neutral,"Overall Iím satisfied with the purchase. The screen is cracked and held together by a screen protector but I needed a replacement phone immediately so this will do. The body is dinged up and a scratch on one of the camera lenses. I can overlook those, I think itís the tiny cracks on the screen that they just put a screen protector over that irk me the most. Not what I would expect when the description was ìexcellent condition.î I did not mean to purchase an eSIM, because theyíre a pain in the butt with Xfinity mobile, so be advised this is an eSIM but yes technically compatible. Probably wonít purchase from here again. Iíve gotten better refurbished electronics elsewhere."
Positive,I wish it was compatible with my phone plan it was so nice but I had to return it
Positive,"Well, I must admit I was very surprised!  I have never bought a refurbished cell phone before and was very worried.  When the ìrefurbished excellentî phone arrived and we opened it, we saw a wonderful sightÖ..the phone looked brand new.  It was easy to transfer our old phone to this one.  There was no visible cosmetic damage on the phone.  At this time, we are very happy with our purchase.  Will update if any issues arise.  And, the phone arrived earlier than expected.  Great experience!"
Positive,Loving the phone. Still works fine
Positive,I was happy with my purchase and Iíd buy again Iím going forward. People paying thousands of dollars for iPhones is absurd.
Positive,"This phone was a couple hundred dollars cheaper than a new one and when it arrived it looked like new! There were one or two small scratches but the phone worked perfectly in every way, it even came with a screen protected on already."
Positive,I am happy
Positive,Loved it
Positive,Bien
Positive,Arrived on time and in good condition
Positive,Quick response and condition would buy again
Positive,"I was very hesitant to buy this iPhone, fearing it might arrive with something broken or defective. Thankfully, that's not the case! The iPhone is working perfectly so far; I bought mine a month ago. The price was very good, almost half the price of a new one. The battery is at around 97%, so it's working perfectly. Its camera is amazing!! As for the appearance, it's practically intact, except for a tiny scratch near the camera area. However, that doesn't matter to me since the case covers everything."
Positive,The battery health is not so good
Positive,So far The phone works good. there was two small scratches on the front of the phone.
Positive,Super bueno la mejor compra
Positive,"El envÌo llego super r·pido, el telÈfono tiene 3 marcas (pequeÒas) en la parte frontal del marco. La pantalla est· perfecta, la parte trasera excelente, las c·maras igual no hay rayaduras ni marcas. La baterÌa esta al 100% viene desbloqueadoCondicion renovado:excelenteSolo por esos 3 tallones le hubiera dado 5 estrellas. Vino en caja de cartÛn genÈrica con su cable de cargaEn la imagen se muestra con ranura para sim card y llego en e-sim."
Positive,"I bought the ìgoodî version. Expecting some scratches because of the new reviews but my iPhone had no scratches at all, packaged well. Doesnít come with the chargers but thatís no problem bc I have so many at home. Love the blue. Came in only a few days. I bought mine unlocked and itís been great. Would recommend!!"
Positive,excelente
Positive,Llevo dos meses con el celular y hasta el momento funciona muy bien
Positive,The set up was easy and everything works fine. Battery health came at 100%. Speakers work fine. Only thing is the edges came with some minor scratches but these arenít noticeable to the common eye
Positive,Easy setup on screen guide. Like new. Unlocked. Generic box.
Positive,came like brand new
Neutral,"Condition (3.5/5): Despite being listed as excellent, my renewed iPhone 14 from Amazon arrived with noticeable scuffs and spots, which was disappointing. The overall condition was not as expected based on the listing.Functionality (4.5/5): On the positive side, the phoneís functionality was not compromised, and it works perfectly fine without any issues like sound quality. The performance is smooth, and all features are functioning as expected including charging. The only negative here was the battery health received was 90%.Suggestion: While the product works well, its appearance is something that can be reflected upfront. It would be beneficial for Amazon to provide exact pictures of the item they are selling in renewed condition. This transparency would help manage customer expectations better and prevent surprises upon delivery.In conclusion, while the iPhone 14 I received functions well, the discrepancy between the listed condition and actual product appearance was a downside."
Positive,Iíve had this phone for half a year now. It was delivered with no scratches and a screen protector. Setting up my Apple account and activating the eSIM was easy as pie.My only gripe with this phone is that most times when I take a photo thereís this faint red line in the center left. Itís been there ever since I got the phone.Other than that I donít have much to say. It operates like any other iPhone.
Neutral,"I purchased the phone because it was a good price and product description said excellent. Which to me means pretty much like new. Disappointed when it arrived to find scuffs around all 4 corners, but I can deal with that. It's being pretty nitpicky. What I'm really upset about is the fact that a new battery wasn't put in. Couldn't check battery health until I actually logged into the phone and I was extremely irritated to find that the battery health was only 88%. I expect more from an Amazon retailer. If I wanted a not in excellent condition phone, i could have paid less and purchased off the street."
Negetive,"Condition was fine but the IMEI was blacklisted, so it was useless.  They may want to warn customers about this."
Negetive,El celular est· bloqueado y no se puede utilizar haci que lo devolvÌ
Negetive,"I have contacted amazon, they refuse to help bc outside the 90 day window (by 2-3 weeks). Waiting to hear back from seller. Will update if they do whatís right"
Negetive,"The condition of the device was as described.However, no one can activate the one I received as it is locked to a previous carrier. This was not a tmobile ready device as it was advertised."
Positive,"Very good, I ordered it in good condition, it arrived very well recommended, what I didn't like very much was that it arrived with 84% battery but it lasts more than 1 day without charging, very good recommended."
Positive,"My son ordered this on my account. Upon receiving it, it was in wonderful condition, but we discovered that it had a digital SIM card and not physical. It wasnít hard to set it up, just a few more steps other than having to just put in a SIM card. Runs great so far. Heís happy, and heís a picky consumer! ??"
Positive,I got this phone thinking it would be a used phone and I can barely tell that it is it look feels and works like a brand new phone great buy
Positive,Excellent product
Positive,This is the second phone I have bought through Amazon. Both were great phones. The 14 is a little smaller than my 8+. Thatís okay because it will fit in phone pockets I have on some purses. I havenít notice any difference in the photos it takes yet. The charger sent with it charges really slow. My old block charger is faster. I have ordered a 20W and 30W chargers to try. Even with a lot of things turned off this phone charges slower than my 8+.
Positive,It has been functioning as it should. Well packaged and arrived securely. Good looking as well as working phone. Thanks much.
Neutral,"Happy with the phone, but not happy with the scratchís it came with on the camera .I bought this as excellent condition, expected better for the money"
Positive,Arrived on time and in like new condition. I was able to set it up and transfer my service and phone number from T-mobile. Saved lots by getting a 14 instead of a 15. I compared the choices and am glad I saved a bunch by not going for the Pro model.
Positive,"I have purchased two phones from this vendor.  Both phones had no scratches or nicks and looked as good as new.In addition to the physical condition of the phones, both phones had 100% battery health.  What more could you ask for!"
Positive,"This seller has great communication. Spoke to the seller the entire process and they made this a great experience. The phone came in perfect condition, had no issues connecting the eSIM with T-Mobile. No marks or scratches on the screen or body. Inspected the phone completely and everything matches up well."
